,Sphere,Rastrigin,Ackley,Griewank,Schwefel P2.22,Rosenbrock,Sehwwefel P2.21,Quartic,Schwefel P1.2,Penalized 1,Penalized 2,Schwefel P2.26,Step,Kowalik,Shekel Foxholes,Goldstein-Price,Shekel 5,Branin,Hartmann 3,Shekel 7,Shekel 10,Six-Hump Camel-Back,Hartmann 6,Zakharov,Sum Squares,Alpine,Michalewicz,Exponential,Schaffer,Bent Cigar,Bohachevsky 1,Elliptic,Drop Wave,Cosine Mixture,Ellipsoidal,Levy and Montalvo 1
0,66351.12087669721,176.2862443273443,20.66524239076443,613.213851901829,3.9708155108093335e+27,257086744.01862946,87.5929191483487,125.8349784942223,138000.09067264124,600327048.817144,1120559016.071875,-2131.0023617193383,65358.24,0.28009840250989276,170.56615144751268,51.655951852952775,-0.504062818961734,1.7957202063677018,-3.356703653028898,-0.7187894815549241,-0.49393833873527515,1.2911024922359449,-1.6325433513855996,2726361675.3202257,9712.145202959162,65.31750032406902,-1.1281687610097832,-0.040129476274319995,0.3348960894231592,64395740080.502464,109.89658292896932,1811.5868078659507,-0.5392041613444728,6.643719388844353,11356.46866343874,23.08065395071019
1,26913.417354940007,87.72418060822625,17.618965590528074,277.363379600133,1.120348919837464e+27,77590125.18236452,51.732530150389614,57.7906917846517,71708.73536450787,180545305.32439378,264985622.2310276,-2445.8704773102654,30457.3,0.1198607189460858,62.70135430507898,28.98237041780193,-0.7577783520362886,1.229874427363299,-3.461872399112896,-0.9008908804586017,-0.8588380533714716,-0.3127461777247106,-1.877291318188667,12501939.902487893,3974.315406588581,48.237595415402204,-1.297216165438804,-0.3696111788692255,0.23349281753298526,29610341533.16536,46.404901387725005,932.9556118130938,-0.7586466249197702,3.076494941864894,9302.485475498814,14.456819989143288
2,16547.80848798161,40.83831711403776,14.002439257499118,132.7398217465141,6.693592866033622e+23,32728138.640357006,32.981109649025754,38.36418632196019,39172.241259228846,79495227.98369974,90369544.23010601,-2645.5345248632275,16818.5,0.05604617384243697,32.088255686305324,19.476387879699146,-1.5671899464978605,0.9217871980081853,-3.5460808597341305,-1.299069901167818,-1.2518633561575834,-0.647912166579162,-2.098163249897148,375871.7868368682,1853.9334844258558,34.48028531691543,-1.3918271687010018,-0.5950706563669591,0.16535834899865245,17816207599.886635,14.215855208312618,451.4639135834818,-0.8305125093164125,1.5215575895229605,8050.744281457205,9.252270772221763
3,7706.012986906207,22.53053384093515,11.377543106652588,82.16371127401919,1.522962044099471e+20,14879540.139710408,21.346880248600474,16.31985470022653,22549.086839923984,17865161.718233783,14328408.736466698,-2784.1000957881533,8725.38,0.03133339673061837,22.01800810263303,15.816742339789068,-2.44134383404801,0.8218688392868364,-3.599976387160398,-1.9511355093524316,-2.0092547855942335,-0.82145268685083,-2.247600400754994,3146.1606634593177,1114.0674607558246,21.4542563568232,-1.4789651047511823,-0.697934392579803,0.12627958065985956,10602861357.93527,7.177728225174323,246.2698593527726,-0.8845800219645494,0.7810747079159411,7584.778065173076,5.5537556469841896
4,4162.553094884449,11.025856911939618,10.098035994098248,70.03664612209954,1.849234846893887e+19,7103146.200199867,15.387440681725302,8.279415043514446,12115.076812245301,10827897.226929164,1734299.4552274302,-2910.1314878796984,5037.16,0.023777032791913386,9.546598519629457,11.62635009905088,-2.8556849599579794,0.6747567053268709,-3.678660939866898,-2.4191418927114,-2.680620126248414,-0.9148108977887698,-2.4443807541228595,432.65255907050545,615.5406110894131,14.341303317782733,-1.5455214276926847,-0.8187549139363945,0.0965069837276761,6064042947.96673,2.308562869161672,142.809716078092,-0.9256644143383415,-0.10135790155374594,7117.9608586405475,3.3062162234717123
5,1738.9029473290852,6.970162405328483,7.981445789476107,46.9478256395355,5.003472595899413e+16,3569033.7214109106,12.473208582254925,3.5397025244887192,6905.946820940286,2307812.098405523,1006212.7553371149,-2970.7892054600134,2444.54,0.016727712421177404,7.692634965283451,9.950683228892478,-3.3834482592225474,0.5938870637011671,-3.7226654072891576,-2.9747853126597503,-3.1552740299920585,-0.9543250934711703,-2.5262625278572544,160.77363120539243,311.34957184179785,9.500112235427872,-1.598818960838164,-0.8575065503458503,0.08002229586402736,2976195154.438266,0.9195534577342515,72.82889258375832,-0.9424599075284793,-0.9855407074205325,6904.298192648116,2.349522096506433
6,980.8962518606422,5.503917447744477,6.343916990800555,33.16188441119533,4817757815672830.0,1254657.781443318,9.869879822171875,1.7251027018192655,4085.7245361342484,1727759.717821493,464807.07906504563,-3042.6493847974943,1013.34,0.012177671030018895,6.912056564606133,8.468515577343322,-3.5612693716074317,0.5635188978267243,-3.7436292952238635,-3.4672989289394502,-3.7374038751452145,-1.000695909873376,-2.6314578035146257,120.15694451744388,173.22457544164743,6.926765169872413,-1.6303198835322468,-0.9029549259283717,0.051658357050145744,704917764.7549831,0.6439881796890969,33.52874953147218,-0.9475038006587502,-1.279081097917453,6636.392736810957,1.769459538562261
7,454.9411113411325,3.5577675991489395,4.913454614762833,24.364407888139564,5261655476106.858,454349.7940128376,6.698739153777186,1.233046282146181,2636.440922348674,831.7763892081575,160508.97155315487,-3129.877930292157,774.86,0.008690905691555785,6.236100202886506,7.694689463454315,-4.022904049220022,0.531819497447638,-3.7548936279599348,-3.717095868088184,-4.036512096078734,-1.0069336795251518,-2.725909413713822,70.53203623266032,95.57308391159103,5.525724658693962,-1.6710219264834982,-0.9296835701426065,0.03461101527750744,216324393.3348341,0.37556624085754686,17.937431922696366,-0.9536939605342344,-1.9672446835345634,6379.44101730426,1.4685558797400204
8,259.2348470973542,2.130607591254481,4.427523742774985,12.113467638550105,1220938054515.9773,94106.59719033857,4.969317420529856,0.6724172755650453,1620.1008093986738,2.176385998424537,3165.817939158224,-3201.9016280582473,600.12,0.007859190141125981,5.693527213194174,6.931993581315912,-4.261638577594568,0.46973067465101137,-3.7649116443704305,-3.9803695723040526,-4.2971740750384155,-1.0149653871091189,-2.7854586610000265,35.57477055291631,80.35363097512761,4.300745049926957,-1.695338965652018,-0.938880885934166,0.02357405827361765,111598097.06823403,0.2425845536848754,9.067824502914,-0.9591111043875106,-2.1953788235469904,6143.286694383591,1.1985868660406538
9,132.7670333121544,1.0497916673532117,3.167860806850214,3.0468208579989895,1199900.067961578,81346.61333788962,3.229254135243554,0.5515936353087552,658.0957188914218,1.6501664344331737,2525.6599488732786,-3377.059311234049,460.64,0.006872966223391528,5.2649277041291205,5.77028350442443,-4.348737943198337,0.44613963781364085,-3.773135318749094,-4.203902990971994,-4.522742654053065,-1.0185293126102366,-2.844556239483152,17.934697558829775,31.188337053098362,2.507869007544565,-1.712257632189903,-0.9772547253723092,0.019959240604809816,48048302.0974778,0.11470049781538297,7.766328011353943,-0.9693672702157399,-2.3680737840691313,6036.6376255954165,1.0897673850555127
